,nom,public_prive,commune,departement,ips,taux_mention_bien+
3706,GENEVIEVE DE GAULLE-ANTHONIOZ,PUBLIC,LES BORDES,LOIRET,104.9,50.3
3707,LAVOISIER,PUBLIC,LAMBERSART,NORD,104.9,45.1
3708,SAINT LAURENT,PRIVE,LA BRESSE,VOSGES,104.9,42.6
3709,JEAN ROSTAND,PUBLIC,LA ROCHEFOUCAULD-EN-ANGOUMOIS,CHARENTE,104.9,44.0
3710,THEODORE MONOD,PUBLIC,MARGENCEL,HAUTE SAVOIE,104.9,41.2
3711,ARMAND LATOUR,PUBLIC,ASPET,HAUTE-GARONNE,104.9,53.6
3712,IMMACULEE CONCEPTION,PRIVE,ANGERS,MAINE-ET-LOIRE,104.9,40.8
3713,SIMONE VEIL,PUBLIC,NANTES,LOIRE-ATLANTIQUE,104.9,49.4
3714,CHAMPOLLION,PUBLIC,DIJON,COTE D'OR,104.9,47.0
3715,SAINT VINCENT DE PAUL,PRIVE,SAINT-DENIS,SEINE-SAINT-DENIS,104.9,41.3
3716,CLAUDE BERNARD,PUBLIC,PARIS 16E  ARRONDISSEMENT,PARIS,104.9,44.3
3717,SACRE COEUR,PRIVE,FREVENT,PAS-DE-CALAIS,104.9,58.9
3718,BOURRAN,PUBLIC,MERIGNAC,GIRONDE,104.9,63.4
3719,SAINTE-THERESE,PRIVE,SAINT-GAUDENS,HAUTE-GARONNE,104.9,48.5
3720,ST JOSEPH,PRIVE,HERBIGNAC,LOIRE-ATLANTIQUE,104.9,45.2
3721,ST JOSEPH LA SALLE,PRIVE,PRUILLE-LE-CHETIF,SARTHE,104.9,46.6
3722,GEORGE SAND,PUBLIC,MAGNANVILLE,YVELINES,105.0,35.7
3723,ASSOMPTION ST MARC-ST AIGNAN,PRIVE,ORLEANS,LOIRET,105.0,45.4
3724,CAMPO VALLONE,PUBLIC,BIGUGLIA,HAUTE-CORSE,105.0,54.3
3725,SAINT-MICHEL,PRIVE,BELMONT-SUR-RANCE,AVEYRON,105.0,46.4
3726,VAL DE MODER,PUBLIC,VAL-DE-MODER,BAS-RHIN,105.0,65.3
3727,EMILE GALLE,PUBLIC,ESSEY-LES-NANCY,MEURTHE-ET-MOSELLE,105.0,53.9
3728,SAINT JOSEPH,PRIVE,COMINES,NORD,105.0,60.8
3729,HENRI DUNANT,PUBLIC,ROYAN,CHARENTE-MARITIME,105.0,51.3
3730,WENCESLAS COBERGHER,PUBLIC,BERGUES,NORD,105.0,63.4
3731,VALLEE DU GAPEAU,PUBLIC,SOLLIES-PONT,VAR,105.0,42.0
3732,SAINT JOSEPH,PRIVE,HERICOURT,HAUTE-SAONE,105.0,49.7
3733,ANDRE DUNOYER DE SEGONZAC,PUBLIC,BOUSSY-SAINT-ANTOINE,ESSONNE,105.0,44.0
3734,JEAN MACE,PUBLIC,VESOUL,HAUTE-SAONE,105.0,52.5
3735,EMILE ZOLA,PUBLIC,SOTTEVILLE-LES-ROUEN,SEINE MARITIME,105.0,53.4
3736,CHARLES DE FOUCAULD,PRIVE,ALBERT,SOMME,105.1,55.1
3737,PAUL ELUARD,PUBLIC,GENNES-VAL-DE-LOIRE,MAINE-ET-LOIRE,105.1,42.5
3738,ENSEMBLE SCOLAIRE LAMARTINE,PRIVE,BELLEY,AIN,105.1,55.6
3739,ST MICHEL,PRIVE,SAINT-AUBIN-D'AUBIGNE,ILLE-ET-VILAINE,105.1,61.2
3740,EMILE LAROUE,PUBLIC,FRASNE,DOUBS,105.1,64.3
3741,LUCIE AUBRAC,PUBLIC,LINXE,LANDES,105.1,62.7
3742,SIDNEY BECHET,PUBLIC,ANTIBES,ALPES-MARITIMES,105.1,35.7
3743,CLOS SAINT VINCENT,PUBLIC,NOISY-LE-GRAND,SEINE-SAINT-DENIS,105.1,47.2
3744,FRANCOIS MITTERRAND,PUBLIC,NOISY-LE-GRAND,SEINE-SAINT-DENIS,105.1,53.4
3745,EUGENE FREYSSINET,PUBLIC,OBJAT,CORREZE,105.1,41.8
3746,LEONARD LENOIR,PUBLIC,BORDEAUX,GIRONDE,105.1,58.8
3747,JEAN MOULIN,PUBLIC,LE PECQ,YVELINES,105.1,47.1
3748,DU BASTBERG,PUBLIC,BOUXWILLER,BAS-RHIN,105.1,58.7
3749,JEAN DE LA FONTAINE,PUBLIC,VIC-SUR-CERE,CANTAL,105.1,63.9
3750,LA BOETIE,PUBLIC,MOISSY-CRAMAYEL,SEINE-ET-MARNE,105.1,46.5
3751,HENRY BORDEAUX,PUBLIC,COGNIN,SAVOIE,105.1,55.6
3752,GABRIEL PIERNE,PUBLIC,SAINTE-MARIE-AUX-CHENES,MOSELLE,105.1,53.6
3753,ALAIN,PUBLIC,CROZON,FINISTERE,105.1,63.3
3754,MARTIN LUTHER KING,PUBLIC,MIONS,RHONE,105.1,46.3
3755,NATHALIE SARRAUTE,PUBLIC,AUBAGNE,BOUCHES-DU-RHONE,105.2,51.9
3756,STE MARIE,PRIVE,AIZENAY,VENDEE,105.2,48.9
3757,BERTHELOT,PUBLIC,LE MANS,SARTHE,105.2,55.6
3758,ALBERT CAMUS,PUBLIC,NEUILLY-SUR-MARNE,SEINE-SAINT-DENIS,105.2,50.4
3759,ROSE VALLAND,PUBLIC,SAINT-ETIENNE-DE-SAINT-GEOIRS,ISERE,105.2,45.1
3760,RICHELIEU,PRIVE,LA ROCHE-SUR-YON,VENDEE,105.2,49.3
3761,KARINE RUBY,PUBLIC,SAINT-PIERRE-EN-FAUCIGNY,HAUTE SAVOIE,105.2,55.2
3762,BOLLEE,PUBLIC,MULSANNE,SARTHE,105.2,48.1
3763,DU SAUT DE SABO,PUBLIC,SAINT-JUERY,TARN,105.2,50.5
3764,LE SEMNOZ,PUBLIC,ANNECY,HAUTE SAVOIE,105.2,56.5
3765,GUSTAVE ROUX,PUBLIC,HYERES,VAR,105.2,46.5
3766,DAMIRA ASPERTI,PUBLIC,PENNE-D'AGENAIS,LOT-ET-GARONNE,105.2,45.0
3767,PIERRE GIRONNET,PUBLIC,PONTAUMUR,PUY-DE-DOME,105.2,49.2
3768,LA NEUSTRIE,PUBLIC,BOUGUENAIS,LOIRE-ATLANTIQUE,105.2,51.9
3769,LOUIS DURAND,PUBLIC,SAINT-VAURY,CREUSE,105.2,48.3
3770,ST JOSEPH,PRIVE,CHALLANS,VENDEE,105.2,44.6
3771,LA VAUCOULEURS,PUBLIC,MANTES-LA-VILLE,YVELINES,105.2,26.9
3772,JEAN MONNET,PUBLIC,MARIGNY-LE-LOZON,MANCHE,105.3,49.5
3773,JULES FERRY,PUBLIC,MONTLUCON,ALLIER,105.3,51.9
3774,ELISE DEROCHE,PUBLIC,LE PIAN-SUR-GARONNE,GIRONDE,105.3,58.6
3775,ST MICHEL,PRIVE,CHATEAU-GONTIER-SUR-MAYENNE,MAYENNE,105.3,59.6
3776,DES DEUX RIVES,PUBLIC,RHINAU,BAS-RHIN,105.3,52.7
3777,JULES FERRY,PUBLIC,MONTAIGU-VENDEE,VENDEE,105.3,52.3
3778,JEAN-FRANCOIS CLERVOY,PUBLIC,FRANCONVILLE,VAL-D'OISE,105.3,38.2
3779,HENRI WALLON,PUBLIC,LANESTER,MORBIHAN,105.3,57.6
3780,A.J.TROUVE-CHAUVEL,PUBLIC,LA SUZE-SUR-SARTHE,SARTHE,105.3,53.7
3781,LABOISSIERE,PUBLIC,VILLENEUVE-DE-BERG,ARDECHE,105.3,48.9
3782,BENJAMIN BORD,PUBLIC,DUN-LE-PALESTEL,CREUSE,105.3,50.8
3783,LES CHATENADES,PUBLIC,MUSSIDAN,DORDOGNE,105.3,55.0
3784,DU HAUT ALLIER,PUBLIC,LANGEAC,HAUTE-LOIRE,105.4,61.2
3785,MARCELLIN BOULE,PUBLIC,MONTSALVY,CANTAL,105.4,55.9
3786,BERNARD PALISSY,PUBLIC,SAINT-LEONARD-DE-NOBLAT,HAUTE-VIENNE,105.4,44.9
3787,PIERRE DE RONSARD,PUBLIC,MONTMORENCY,VAL-D'OISE,105.4,42.5
3788,GEORGES ET MARIE BOUSQUET,PUBLIC,EYMET,DORDOGNE,105.4,55.2
3789,LA PONETIE,PUBLIC,AURILLAC,CANTAL,105.4,45.5
3790,JEANNE D'ARC,PRIVE,SURGERES,CHARENTE-MARITIME,105.4,50.0
3791,LUCIE AUBRAC,PUBLIC,MONTEVRAIN,SEINE-ET-MARNE,105.4,48.3
3792,DU PARC,PUBLIC,BLETTERANS,JURA,105.4,54.9
3793,ANATOLE FRANCE,PUBLIC,ANGOULEME,CHARENTE,105.4,47.4
3794,SACRE COEUR,PRIVE,PLOERMEL,MORBIHAN,105.4,61.9
3795,GUSTAVE FLAUBERT,PUBLIC,PARIS 13E  ARRONDISSEMENT,PARIS,105.4,58.7
3796,MAURICE GENEVOIX,PUBLIC,CHATEAUNEUF-SUR-CHARENTE,CHARENTE,105.4,54.2
3797,OLIVIER DE LA MARCHE,PUBLIC,SAINT-MARTIN-EN-BRESSE,SAONE-ET-LOIRE,105.4,59.8
3798,CAMILLE GUERIN,PUBLIC,VOUNEUIL-SUR-VIENNE,VIENNE,105.5,55.2
3799,ST JACQUES-LA FORET,PRIVE,LES ACHARDS,VENDEE,105.5,50.3
3800,LOUIS CAHUZAC,PUBLIC,QUARANTE,HERAULT,105.5,50.3
3801,FRANCOIS RENE DE CHATEAUBRIAND,PUBLIC,COMBOURG,ILLE-ET-VILAINE,105.5,50.7
3802,JULES VALLES,PUBLIC,SAINT-LEU-D'ESSERENT,OISE,105.5,49.7
3803,GUILLAUME CALE,PUBLIC,NANTEUIL-LE-HAUDOUIN,OISE,105.5,40.4
3804,JEAN MEDECIN,PUBLIC,SOSPEL,ALPES-MARITIMES,105.5,44.0
3805,FRANCOIS MITTERRAND,PUBLIC,TOULOUGES,PYRENEES-ORIENTALES,105.5,62.1
3806,GEORGES BRASSENS,PUBLIC,PARIS 19E  ARRONDISSEMENT,PARIS,105.5,57.8
3807,LES VIGNES DU CREY,PUBLIC,LE MONTSAUGEONNAIS,HAUTE-MARNE,105.5,59.0
3808,CHRISTIAN PONCELET,PUBLIC,REMIREMONT,VOSGES,105.5,60.3
3809,FRANCOIS TRUFFAUT,PUBLIC,RIVE-DE-GIER,LOIRE,105.5,55.9
3810,PABLO NERUDA,PUBLIC,BRETIGNY-SUR-ORGE,ESSONNE,105.5,46.9
3811,LA FAYETTE,PUBLIC,BRIOUDE,HAUTE-LOIRE,105.5,61.1
3812,ALBERT CAMUS,PUBLIC,VILLEMUR-SUR-TARN,HAUTE-GARONNE,105.5,55.2
3813,PAUL MACHY,PUBLIC,DUNKERQUE,NORD,105.5,59.4
3814,D'ASTARAC-BIGORRE,PUBLIC,TRIE-SUR-BAISE,HAUTES-PYRENEES,105.6,44.1
3815,REYNIER,PUBLIC,SIX-FOURS-LES-PLAGES,VAR,105.6,42.9
3816,LACASSAGNE,PUBLIC,LYON  3E  ARRONDISSEMENT,RHONE,105.6,49.6
3817,JULES FERRY,PUBLIC,QUIMPERLE,FINISTERE,105.6,54.1
3818,LE GUILLON,PUBLIC,LE PONT-DE-BEAUVOISIN,ISERE,105.6,48.8
3819,HONORE DE BALZAC,PUBLIC,ALENCON,ORNE,105.6,63.7
3820,OLIVIER DE MAGNY,PUBLIC,CAHORS,LOT,105.6,41.7
3821,JEAN CAVAILLES,PUBLIC,FIGANIERES,VAR,105.6,49.8
3822,ST GILLES,PRIVE,SAINT-GILLES-CROIX-DE-VIE,VENDEE,105.6,53.8
3823,MONTAIGU,PUBLIC,HEILLECOURT,MEURTHE-ET-MOSELLE,105.6,51.8
3824,DEBORDE,PRIVE,LYON  6E  ARRONDISSEMENT,RHONE,105.6,54.4
3825,PARC IMPERIAL,PUBLIC,NICE,ALPES-MARITIMES,105.6,44.7
3826,FRANCOIS MITTERRAND,PUBLIC,FENOUILLET,HAUTE-GARONNE,105.6,44.0
3827,MICHEL DE MONTAIGNE,PUBLIC,DOMPAIRE,VOSGES,105.6,61.2
3828,FABRE D EGLANTINE,PUBLIC,LA ROCHELLE,CHARENTE-MARITIME,105.6,54.1
3829,-,PUBLIC,BRASSAC,TARN,105.6,50.4
3830,ARTHUR RIMBAUD,PUBLIC,BELFORT,TERRITOIRE DE BELFORT,105.6,50.9
3831,ABEL DIDELET,PUBLIC,ESTREES-SAINT-DENIS,OISE,105.6,54.3
3832,LA LAUZIERE,PUBLIC,AIGUEBELLE,SAVOIE,105.6,50.3
3833,JEAN MONNET,PUBLIC,DANNEMARIE,HAUT-RHIN,105.6,48.1
3834,HENRI GEORGES ADAM,PUBLIC,ANTONY,HAUTS-DE-SEINE,105.6,52.6
3835,DU VAL D'ARDIERES,PUBLIC,BEAUJEU,RHONE,105.7,48.6
3836,ROMAIN ROLLAND,PUBLIC,ERSTEIN,BAS-RHIN,105.7,60.5
3837,ANNA GARCIN-MAYADE,PUBLIC,PONTGIBAUD,PUY-DE-DOME,105.7,51.2
3838,JOSEPH KESSEL,PUBLIC,MONFLANQUIN,LOT-ET-GARONNE,105.7,47.6
3839,MAUBUISSON,PUBLIC,BESSANCOURT,VAL-D'OISE,105.7,44.4
3840,DIDEROT,PUBLIC,AIGUEPERSE,PUY-DE-DOME,105.7,51.4
3841,GEORGE SAND,PUBLIC,PARIS 13E  ARRONDISSEMENT,PARIS,105.7,52.2
3842,JOSEPH PAGNOL,PUBLIC,SAINT-LAURENT-DU-VAR,ALPES-MARITIMES,105.7,46.4
3843,GARIBALDI,PUBLIC,AIX-LES-BAINS,SAVOIE,105.7,53.2
3844,VICTOR DE LAPRADE,PRIVE,MONTBRISON,LOIRE,105.7,62.1
3845,LOUISE MICHEL,PUBLIC,GANGES,HERAULT,105.7,54.4
3846,JEAN MOULIN,PUBLIC,ARTENAY,LOIRET,105.7,48.5
3847,VERCINGETORIX,PUBLIC,MONTECH,TARN-ET-GARONNE,105.7,46.8
3848,NOTRE-DAME,PRIVE,MONTAUBAN,TARN-ET-GARONNE,105.7,74.2
3849,AMEDEE DUNOIS,PUBLIC,BOISSY-SAINT-LEGER,VAL-DE-MARNE,105.7,46.7
3850,MATHILDE MARTHE FAUCHER,PUBLIC,ALLASSAC,CORREZE,105.7,50.9
3851,NOTRE DAME DE LA VILLETTE,PRIVE,LA RAVOIRE,SAVOIE,105.7,44.3
3852,MARIE LAURENCIN,PUBLIC,OZOIR-LA-FERRIERE,SEINE-ET-MARNE,105.7,51.4
3853,SAINT PAUL,PRIVE,HEM,NORD,105.8,42.3
3854,STELLA BLANDY,PUBLIC,MONTESQUIEU-VOLVESTRE,HAUTE-GARONNE,105.8,48.1
3855,JULES FERRY,PUBLIC,NEUVES-MAISONS,MEURTHE-ET-MOSELLE,105.8,50.0
3856,BEATRIX DE GAVRE,PUBLIC,MONTSURS,MAYENNE,105.8,43.5
3857,RENE CASSIN,PUBLIC,BAUME-LES-DAMES,DOUBS,105.8,50.9
3858,LA SALLE - ST LAURENT,PRIVE,BLAIN,LOIRE-ATLANTIQUE,105.8,50.9
3859,ST DIDIER,PRIVE,VILLIERS-LE-BEL,VAL-D'OISE,105.8,47.8
3860,LA GRANGE DU BOIS,PUBLIC,SAVIGNY-LE-TEMPLE,SEINE-ET-MARNE,105.8,41.4
3861,ND DE L'ESPERANCE,PRIVE,LES BROUZILS,VENDEE,105.8,56.6
3862,JULES FERRY,PUBLIC,HYERES,VAR,105.8,43.2
3863,EMMANUEL D ALZON,PRIVE,NIMES,GARD,105.8,51.2
3864,ALBERT CAMUS,PUBLIC,AUXERRE,YONNE,105.8,53.2
3865,CITE SCOLAIRE,PUBLIC,MARMANDE,LOT-ET-GARONNE,105.8,53.0
3866,LES TOUPETS,PUBLIC,VAUREAL,VAL-D'OISE,105.8,38.5
3867,NOTRE-DAME DU SACRE COEUR,PRIVE,MENTON,ALPES-MARITIMES,105.8,46.0
3868,LA ROCHEFOUCAULD,PUBLIC,LIANCOURT,OISE,105.8,52.5
3869,GEORGES BRASSENS,PUBLIC,BRIE-COMTE-ROBERT,SEINE-ET-MARNE,105.8,45.1
3870,HENRI LAUGIER,PUBLIC,FORCALQUIER,ALPES-DE-HTE-PROVENCE,105.8,53.5
3871,STE MARIE,PRIVE,SAINT-BRIEUC,COTES D'ARMOR,105.9,50.0
3872,CATHOLIQUE SAINTE MARIE,PRIVE,BARBEZIEUX-SAINT-HILAIRE,CHARENTE,105.9,51.4
3873,DES MONTAGNES DU MATIN,PUBLIC,PANISSIERES,LOIRE,105.9,59.5
3874,MODIGLIANI,PUBLIC,PARIS 15E  ARRONDISSEMENT,PARIS,105.9,55.7
3875,LES LOUATAUX,PUBLIC,CHAMPAGNOLE,JURA,105.9,48.2
3876,SAINTE CHRETIENNE,PRIVE,SARREGUEMINES,MOSELLE,105.9,49.4
3877,DENIS DIDEROT,PUBLIC,DEUIL-LA-BARRE,VAL-D'OISE,105.9,47.2
3878,JEAN CHARCOT,PUBLIC,SAINT-MALO,ILLE-ET-VILAINE,105.9,65.3
3879,DU TORENBERG-HEILIGENSTEIN,PUBLIC,BARR,BAS-RHIN,105.9,61.0
3880,MICHEL RAGON,PUBLIC,SAINT-HILAIRE-DE-LOULAY,VENDEE,105.9,49.8
3881,JULES GREVY,PUBLIC,POLIGNY,JURA,105.9,52.6
3882,MAURICE CALMEL,PUBLIC,MARANS,CHARENTE-MARITIME,105.9,50.8
3883,ARISTIDE BRUANT,PUBLIC,ALBI,TARN,105.9,57.6
3884,STEPHANE PIOBETTA,PUBLIC,AUBIGNY-LES CLOUZEAUX,VENDEE,105.9,46.0
3885,ST PAUL,PRIVE,SAINTE-HERMINE,VENDEE,105.9,48.6
3886,MARCEL AYMARD,PUBLIC,MILLAU,AVEYRON,105.9,47.2
3887,ST JOSEPH,PRIVE,MACHECOUL-SAINT-MEME,LOIRE-ATLANTIQUE,105.9,49.2
3888,LES SAINTS ANGES,PRIVE,PONTIVY,MORBIHAN,105.9,69.3
3889,MARYSE BASTIE,PUBLIC,INGRANDES-LE FRESNE SUR LOIRE,MAINE-ET-LOIRE,105.9,41.1
3890,LE SACRE COEUR,PRIVE,DIGNE-LES-BAINS,ALPES-DE-HTE-PROVENCE,106.0,51.9
3891,LA CROIX ROUGE LA SALLE,PRIVE,BREST,FINISTERE,106.0,59.1
3892,JEAN-ETIENNE GUETTARD,PUBLIC,ETAMPES,ESSONNE,106.0,39.0
3893,FRANCOISE GIROUD,PUBLIC,VENDRES,HERAULT,106.0,41.5
3894,ARTHUR RIMBAUD,PUBLIC,SAINT-JULIEN-EN-GENEVOIS,HAUTE SAVOIE,106.0,50.2
3895,JULES RENARD,PUBLIC,LAVAL,MAYENNE,106.0,53.2
3896,GEORGES POMPIDOU,PUBLIC,CAJARC,LOT,106.0,53.1
3897,SAINTE THERESE,PRIVE,SAINT-PIERRE-EN-AUGE,CALVADOS,106.0,49.0
3898,NOTRE DAME DE SION,PRIVE,GRENOBLE,ISERE,106.0,44.8
3899,REVESZ LONG,PUBLIC,CREST,DROME,106.0,43.7
3900,ANDRE MALRAUX,PUBLIC,AMBOISE,INDRE-ET-LOIRE,106.0,49.6
3901,SAINT MARTIAL,PRIVE,MONTMORILLON,VIENNE,106.0,42.3
3902,LOU CASTELLAS,PUBLIC,MARGUERITTES,GARD,106.0,52.0
3903,SAINTE ANNE,PRIVE,SEBOURG,NORD,106.0,55.9
3904,JEAN ROSTAND,PUBLIC,SAINTE-JAMME-SUR-SARTHE,SARTHE,106.0,53.5
3905,PAUL VALERY,PUBLIC,SEMEAC,HAUTES-PYRENEES,106.0,55.9
3906,JEAN MERMOZ,PUBLIC,MARLY,MOSELLE,106.0,56.6
3907,ST JOSEPH,PRIVE,QUESTEMBERT,MORBIHAN,106.0,71.4
3908,ALBERT MERCOYROL,PUBLIC,CRUAS,ARDECHE,106.1,58.7
3909,JEAN JAURES,PUBLIC,CASTRES,TARN,106.1,58.1
3910,ST JOSEPH,PRIVE,FONTENAY-LE-COMTE,VENDEE,106.1,48.2
3911,EDGAR FAURE,PUBLIC,VALDAHON,DOUBS,106.1,55.2
3912,BLOIS-VIENNE,PUBLIC,BLOIS,LOIR-ET-CHER,106.1,50.0
3913,NOTRE-DAME,PRIVE,HESDIN,PAS-DE-CALAIS,106.1,74.8
3914,LONGCHAMP,PUBLIC,MARSEILLE  1ER ARRONDISSEMENT,BOUCHES-DU-RHONE,106.1,51.1
3915,GEORGES BRASSENS,PUBLIC,SAINT-VENANT,PAS-DE-CALAIS,106.1,64.8
3916,JULES FERRY,PUBLIC,AUNEAU-BLEURY-SAINT-SYMPHORIEN,EURE-ET-LOIR,106.1,43.3
3917,EUSTACHE DE BEAUMARCHAIS,PUBLIC,VALENCE-D'ALBIGEOIS,TARN,106.1,58.0
3918,RENE BARJAVEL,PUBLIC,NYONS,DROME,106.1,65.1
3919,SAINT JOSEPH,PRIVE,BOURG-EN-BRESSE,AIN,106.1,46.3
3920,MICHEL BREZILLON,PUBLIC,ORGELET,JURA,106.1,58.8
3921,NOTRE DAME,PRIVE,BRESSUIRE,DEUX-SEVRES,106.1,46.3
3922,AMIRAL LEJEUNE,PUBLIC,AMIENS,SOMME,106.1,50.5
3923,JEAN PAPON,PUBLIC,LA PACAUDIERE,LOIRE,106.2,62.7
3924,EUGENE DELACROIX,PUBLIC,ROISSY-EN-BRIE,SEINE-ET-MARNE,106.2,47.2
3925,MICHEL SERVET,PUBLIC,CHARLIEU,LOIRE,106.2,53.7
3926,DE L'ASTARAC,PUBLIC,MIRANDE,GERS,106.2,47.3
3927,VICTOR SCHOELCHER,PUBLIC,SAINTE-CECILE-LES-VIGNES,VAUCLUSE,106.2,48.3
3928,GUSTAVE FLAUBERT,PUBLIC,DUCLAIR,SEINE MARITIME,106.2,49.5
3929,NICOLAS FOUQUET,PUBLIC,MORMANT,SEINE-ET-MARNE,106.2,35.7
3930,DU MONTOIS,PUBLIC,DONNEMARIE-DONTILLY,SEINE-ET-MARNE,106.2,55.7
3931,EUGENE NOEL,PUBLIC,MONTVILLE,SEINE MARITIME,106.2,52.5
3932,CESAR LEMAITRE,PUBLIC,VERNON,EURE,106.2,46.8
3933,EUROPE,PUBLIC,OBERNAI,BAS-RHIN,106.2,64.7
3934,CHARLES DOCHE,PUBLIC,PERNES-LES-FONTAINES,VAUCLUSE,106.2,50.1
3935,LEONARD DE VINCI,PUBLIC,SAINTE-GENEVIEVE,OISE,106.2,44.5
3936,PIERRE BLANQUIE,PUBLIC,VILLENEUVE-DE-MARSAN,LANDES,106.2,55.6
3937,DE L'ARC,PUBLIC,DOLE,JURA,106.2,55.9
3938,JEAN ROSTAND,PUBLIC,MONT-DE-MARSAN,LANDES,106.2,64.3
3939,SAINT BENIGNE - LA MAITRISE,PRIVE,DIJON,COTE D'OR,106.2,62.9
3940,NOTRE DAME,PRIVE,VINEUIL,LOIR-ET-CHER,106.2,44.9
3941,ARSENE BONNEAUD,PUBLIC,NEXON,HAUTE-VIENNE,106.2,53.1
3942,EUGENE FRANCOIS,PUBLIC,GERBEVILLER,MEURTHE-ET-MOSELLE,106.2,52.4
3943,ARTHUR RIMBAUD,PUBLIC,LATILLE,VIENNE,106.2,50.2
3944,STEPHANE MALLARME,PUBLIC,PARIS 17E  ARRONDISSEMENT,PARIS,106.2,62.8
3945,DU VAL CEROU,PUBLIC,CORDES-SUR-CIEL,TARN,106.2,48.1
3946,DOM SORTAIS,PRIVE,BEAUPREAU-EN-MAUGES,MAINE-ET-LOIRE,106.2,46.0
3947,PIERRE LOTI,PUBLIC,ROCHEFORT,CHARENTE-MARITIME,106.2,48.1
3948,SAINTE MARIE - SAINT MICHEL,PRIVE,ORNANS,DOUBS,106.2,61.3
3949,LEO TESTUT,PUBLIC,BEAUMONTOIS EN PERIGORD,DORDOGNE,106.3,68.9
3950,MARC CHAGALL,PUBLIC,GASNY,EURE,106.3,46.1
3951,JEAN MOULIN,PUBLIC,ARTIX,PYRENEES-ATLANTIQUES,106.3,55.6
3952,MARCEL PAGNOL,PUBLIC,VERMAND,AISNE,106.3,61.9
3953,EUGENE THOMAS,PUBLIC,LE QUESNOY,NORD,106.3,57.7
3954,LE BREUIL,PUBLIC,SAINT-JUST-EN-CHEVALET,LOIRE,106.3,56.2
3955,ST PIERRE,PRIVE,BRIEC,FINISTERE,106.3,64.4
3956,ROBERT GOUPIL,PUBLIC,BEAUGENCY,LOIRET,106.3,49.4
3957,CLAUDE GABRIEL BOUTHIERE,PUBLIC,ETANG-SUR-ARROUX,SAONE-ET-LOIRE,106.3,53.2
3958,DANIELLE MITTERRAND,PUBLIC,SAINT-PAUL-LES-DAX,LANDES,106.3,55.3
3959,L.DUSSARRAT DIT LEON DES LANDE,PUBLIC,DAX,LANDES,106.3,53.8
3960,BERNARD DE VENTADOUR,PUBLIC,LIMOGES,HAUTE-VIENNE,106.3,42.5
3961,ALBERT CAMUS,PUBLIC,BESANCON,DOUBS,106.3,58.6
3962,SAINT REGIS,PRIVE,LE PUY-EN-VELAY,HAUTE-LOIRE,106.3,77.8
3963,NORMANDIE-MAINE,PUBLIC,ANCINNES,SARTHE,106.4,40.5
3964,ANTOINE COURRIERE,PUBLIC,CUXAC-CABARDES,AUDE,106.4,51.8
3965,SAINT ANDRE,PRIVE,CHOISY-LE-ROI,VAL-DE-MARNE,106.4,65.3
3966,ANDRE MALRAUX,PUBLIC,LAMBRES-LEZ-DOUAI,NORD,106.4,52.0
3967,BEL AIR,PUBLIC,THOISSEY,AIN,106.4,63.7
3968,MARCEL GAMBIER,PUBLIC,LISIEUX,CALVADOS,106.4,50.7
3969,VAL D ADOUR,PUBLIC,GRENADE-SUR-L'ADOUR,LANDES,106.4,60.8
3970,ST MARTIN,PRIVE,PONTCHATEAU,LOIRE-ATLANTIQUE,106.4,55.2
3971,PHILIPPE DE COMMYNES,PUBLIC,TOURS,INDRE-ET-LOIRE,106.4,55.5
3972,REPUBLIQUE,PUBLIC,CHOLET,MAINE-ET-LOIRE,106.4,45.6
3973,JEAN BERTIN,PUBLIC,SAINT-GEORGES-SUR-BAULCHE,YONNE,106.4,62.1
3974,LE CHAMPIVERT,PUBLIC,CROUY-SUR-OURCQ,SEINE-ET-MARNE,106.4,43.0
3975,LUCIEN GOUBERT,PUBLIC,FLAMANVILLE,MANCHE,106.4,58.1
3976,STE MARIE,PRIVE,SARZEAU,MORBIHAN,106.4,62.7
3977,SAINT JOSEPH - LA SALLE,PRIVE,WATTRELOS,NORD,106.4,52.9
3978,GEORGES POMPIDOU,PUBLIC,PACY-SUR-EURE,EURE,106.4,51.4
3979,FELIX EBOUE,PUBLIC,FESSENHEIM,HAUT-RHIN,106.4,57.2
3980,ANDRE SAINT-PAUL,PUBLIC,LE MAS-D'AZIL,ARIEGE,106.4,50.7
3981,-,PUBLIC,VERGEZE,GARD,106.4,43.7
3982,THEODORE MONOD,PUBLIC,OTTMARSHEIM,HAUT-RHIN,106.4,58.8
3983,JEAN BAPTISTE DUMAS,PUBLIC,SALINDRES,GARD,106.4,51.4
3984,ALAIN CHARTIER,PUBLIC,BAYEUX,CALVADOS,106.5,56.8
3985,JEAN TEXCIER,PUBLIC,LE GRAND-QUEVILLY,SEINE MARITIME,106.5,50.5
3986,ALIENOR D AQUITAINE,PUBLIC,LE CHATEAU-D'OLERON,CHARENTE-MARITIME,106.5,49.3
3987,LANGEVIN-WALLON,PUBLIC,SAINT-GRATIEN,VAL-D'OISE,106.5,47.8
3988,ALPHONSE ALLAIS,PUBLIC,HONFLEUR,CALVADOS,106.5,51.9
3989,SAINT CHARLES,PRIVE,THOUARS,DEUX-SEVRES,106.5,53.3
3990,DES 7 FONTAINES,PUBLIC,ANDOUILLE,MAYENNE,106.5,45.3
3991,ANITA CONTI,PUBLIC,SAINT-NAZAIRE,LOIRE-ATLANTIQUE,106.5,46.7
